"COUNTRY","Country","EMPSTAT","Employment status","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1429,,
"FRA","France","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1417,,
"FRA","France","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1412,,
"FRA","France","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1412,,
"FRA","France","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1420,,
"FRA","France","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1558,,
"FRA","France","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1538,,
"FRA","France","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1504,,
"FRA","France","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1507,,
"FRA","France","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1531,,
"FRA","France","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1532,,
"FRA","France","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1515,,
"FRA","France","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1537,,
"FRA","France","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1543,,
"FRA","France","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1531,,
"FRA","France","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1540,,
"FRA","France","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1546,,
"FRA","France","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1541,,
"FRA","France","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1526,,
"FRA","France","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1518,,
"FRA","France","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1519,,
"FRA","France","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1526,,
"FRA","France","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1522,,
"FRA","France","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1520,,
"DEU","Germany","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1359.5,,
"DEU","Germany","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1352.7,,
"DEU","Germany","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1344.8,,
"DEU","Germany","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1339.1,,
"DEU","Germany","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1334.6,,
"DEU","Germany","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1323.6,,
"DEU","Germany","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1343.7,,
"DEU","Germany","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1346.4,,
"DEU","Germany","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1339.6,,
"DEU","Germany","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1289.2,,
"DEU","Germany","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1309.7,,
"DEU","Germany","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1314.8,,
"DEU","Germany","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1300.7,,
"DEU","Germany","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1291.6,,
"DEU","Germany","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1299.2,,
"DEU","Germany","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1303.3,,
"DEU","Germany","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1297.8,,
"DEU","Germany","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1299.5,,
"DEU","Germany","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1305.2,,
"DEU","Germany","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1452,,
"DEU","Germany","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1441.9,,
"DEU","Germany","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1430.9,,
"DEU","Germany","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1424.8,,
"DEU","Germany","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1422.2,,
"DEU","Germany","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1411.3,,
"DEU","Germany","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1424.7,,
"DEU","Germany","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1424.4,,
"DEU","Germany","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1418.4,,
"DEU","Germany","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1372.7,,
"DEU","Germany","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1389.9,,
"DEU","Germany","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1392.8,,
"DEU","Germany","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1375,,
"DEU","Germany","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1362.7,,
"DEU","Germany","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1366.9,,
"DEU","Germany","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1369.8,,
"DEU","Germany","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1362.8,,
"DEU","Germany","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1360.4,,
"DEU","Germany","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1362.6,,
"GRC","Greece","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1795,,
"GRC","Greece","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1792,,
"GRC","Greece","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1787,,
"GRC","Greece","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1786,,
"GRC","Greece","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1776,,
"GRC","Greece","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1868,,
"GRC","Greece","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1857,,
"GRC","Greece","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1860,,
"GRC","Greece","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1855,,
"GRC","Greece","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1840,,
"GRC","Greece","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1760,,
"GRC","Greece","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1756,,
"GRC","Greece","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1761,,
"GRC","Greece","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1752,,
"GRC","Greece","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1726,,
"GRC","Greece","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1718,,
"GRC","Greece","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1729,,
"GRC","Greece","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1733,,
"GRC","Greece","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1733,,
"GRC","Greece","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2016,,
"GRC","Greece","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,2010,,
"GRC","Greece","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,2002,,
"GRC","Greece","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,2001,,
"GRC","Greece","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1992,,
"GRC","Greece","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,2044,,
"GRC","Greece","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,2033,,
"GRC","Greece","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,2019,,
"GRC","Greece","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2015,,
"GRC","Greece","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1991,,
"GRC","Greece","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1932,,
"GRC","Greece","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1949,,
"GRC","Greece","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1966,,
"GRC","Greece","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1970,,
"GRC","Greece","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1933,,
"GRC","Greece","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1943,,
"GRC","Greece","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1942,,
"GRC","Greece","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1956,,
"GRC","Greece","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1956,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1795,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1766,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1766,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1777,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1807,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1803,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1799,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1778,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1786,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1766,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1818,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1816,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1797,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1803,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1809,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1816,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1819,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1799,,
"HUN","Hungary","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1774,,
"HUN","Hungary","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1845,,
"HUN","Hungary","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1809,,
"HUN","Hungary","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1820,,
"HUN","Hungary","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1795,,
"HUN","Hungary","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1802,,
"HUN","Hungary","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1803,,
"HUN","Hungary","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1800,,
"HUN","Hungary","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1795,,
"HUN","Hungary","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1798,,
"HUN","Hungary","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1781,,
"HUN","Hungary","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1777,,
"HUN","Hungary","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1769.9,,
"HUN","Hungary","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1750,,
"HUN","Hungary","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1744.6,,
"HUN","Hungary","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1751.7,,
"HUN","Hungary","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1748.7,,
"HUN","Hungary","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1760,,
"HUN","Hungary","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1741.3,,
"HUN","Hungary","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1741.1,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,2016.6,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1971.2,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1928,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1921.1,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1932.6,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1924,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1901.5,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1887.4,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1896,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1816.5,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1803.2,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1842.2,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1824.8,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1809.5,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1827.2,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1852,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1849.6,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1824.5,,
"ISL","Iceland","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1808.5,,
"ISL","Iceland","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1699,,
"ISL","Iceland","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1710,,
"ISL","Iceland","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1675,,
"ISL","Iceland","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1642,,
"ISL","Iceland","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1648,,
"ISL","Iceland","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1640,,
"ISL","Iceland","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1630,,
"ISL","Iceland","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1608,,
"ISL","Iceland","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1610,,
"ISL","Iceland","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1523,,
"ISL","Iceland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1514,,
"ISL","Iceland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1524,,
"ISL","Iceland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1510,,
"ISL","Iceland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1510,,
"ISL","Iceland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1503,,
"ISL","Iceland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1504,,
"ISL","Iceland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1494,,
"ISL","Iceland","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1483,,
"ISL","Iceland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1469,,
"IRL","Ireland","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1826,,
"IRL","Ireland","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1818,,
"IRL","Ireland","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1800,,
"IRL","Ireland","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1783,,
"IRL","Ireland","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1772,,
"IRL","Ireland","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1780,,
"IRL","Ireland","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1776,,
"IRL","Ireland","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1763,,
"IRL","Ireland","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1743,,
"IRL","Ireland","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1713,,
"IRL","Ireland","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1702,,
"IRL","Ireland","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1702,,
"IRL","Ireland","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1707,,
"IRL","Ireland","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1720,,
"IRL","Ireland","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1731,,
"IRL","Ireland","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1741,,
"IRL","Ireland","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1739,,
"IRL","Ireland","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1738,,
"IRL","Ireland","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1782,,
"ITA","Italy","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1850.8,,
"ITA","Italy","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1837.8,,
"ITA","Italy","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1826.6,,
"ITA","Italy","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1815.8,,
"ITA","Italy","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1815.3,,
"ITA","Italy","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1812.1,,
"ITA","Italy","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1812.6,,
"ITA","Italy","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1818.2,,
"ITA","Italy","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1807,,
"ITA","Italy","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1775.7,,
"ITA","Italy","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1777.3,,
"ITA","Italy","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1773.3,,
"ITA","Italy","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1734.2,,
"ITA","Italy","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1719.5,,
"ITA","Italy","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1717.1,,
"ITA","Italy","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1718,,
"ITA","Italy","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1721.7,,
"ITA","Italy","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1719,,
"ITA","Italy","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1722.6,,
"JPN","Japan","DE","Dependent employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1853,,
"JPN","Japan","DE","Dependent employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1836,,
"JPN","Japan","DE","Dependent employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1825,,
"JPN","Japan","DE","Dependent employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1828,,
"JPN","Japan","DE","Dependent employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1816,,
"JPN","Japan","DE","Dependent employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1802,,
"JPN","Japan","DE","Dependent employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1811,,
"JPN","Japan","DE","Dependent employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1808,,
"JPN","Japan","DE","Dependent employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1792,,
"JPN","Japan","DE","Dependent employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1733,,
"JPN","Japan","DE","Dependent employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1754,,
"JPN","Japan","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1747,,
"JPN","Japan","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1765,,
"JPN","Japan","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1746,,
"JPN","Japan","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1741,,
"JPN","Japan","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1734,,
"JPN","Japan","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1724,,
"JPN","Japan","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1720,,
"JPN","Japan","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1706,,
"JPN","Japan","TE","Total employment","A","Annual","2000","2000","HOUR","Hours","0","Units",,,1821,,
"JPN","Japan","TE","Total employment","A","Annual","2001","2001","HOUR","Hours","0","Units",,,1809,,
"JPN","Japan","TE","Total employment","A","Annual","2002","2002","HOUR","Hours","0","Units",,,1798,,
"JPN","Japan","TE","Total employment","A","Annual","2003","2003","HOUR","Hours","0","Units",,,1799,,
"JPN","Japan","TE","Total employment","A","Annual","2004","2004","HOUR","Hours","0","Units",,,1787,,
"JPN","Japan","TE","Total employment","A","Annual","2005","2005","HOUR","Hours","0","Units",,,1775,,
"JPN","Japan","TE","Total employment","A","Annual","2006","2006","HOUR","Hours","0","Units",,,1784,,
"JPN","Japan","TE","Total employment","A","Annual","2007","2007","HOUR","Hours","0","Units",,,1785,,
"JPN","Japan","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,1771,,
"JPN","Japan","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,1714,,
"JPN","Japan","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,1733,,
"JPN","Japan","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,1728,,
"JPN","Japan","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,1745,,
"JPN","Japan","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,1734,,
"JPN","Japan","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,1729,,
"JPN","Japan","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,1719,,
"JPN","Japan","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,1714,,
"JPN","Japan","TE","Total employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1709,,
"JPN","Japan","TE","Total employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1680,,
"KOR","Korea","DE","Dependent employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2011,,
"KOR","Korea","DE","Dependent employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2098,,
"KOR","Korea","DE","Dependent employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2071,,
"KOR","Korea","DE","Dependent employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2047,,
"KOR","Korea","DE","Dependent employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2058,,
"KOR","Korea","DE","Dependent employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2033,,
"KOR","Korea","DE","Dependent employment","A","Annual","2017","2017","HOUR","Hours","0","Units",,,1996,,
"KOR","Korea","DE","Dependent employment","A","Annual","2018","2018","HOUR","Hours","0","Units",,,1967,,
"KOR","Korea","TE","Total employment","A","Annual","2008","2008","HOUR","Hours","0","Units",,,2209,,
"KOR","Korea","TE","Total employment","A","Annual","2009","2009","HOUR","Hours","0","Units",,,2160,,
"KOR","Korea","TE","Total employment","A","Annual","2010","2010","HOUR","Hours","0","Units",,,2146,,
"KOR","Korea","TE","Total employment","A","Annual","2011","2011","HOUR","Hours","0","Units",,,2123,,
"KOR","Korea","TE","Total employment","A","Annual","2012","2012","HOUR","Hours","0","Units",,,2111,,
"KOR","Korea","TE","Total employment","A","Annual","2013","2013","HOUR","Hours","0","Units",,,2098,,
"KOR","Korea","TE","Total employment","A","Annual","2014","2014","HOUR","Hours","0","Units",,,2067,,
"KOR","Korea","TE","Total employment","A","Annual","2015","2015","HOUR","Hours","0","Units",,,2083,,
"KOR","Korea","TE","Total employment","A","Annual","2016","2016","HOUR","Hours","0","Units",,,2068,,
